时间,标题,内容,记者
2021年1月1日,"
蔡英文：愿意与北京当局促成有意义的对话
",台湾总统在新年谈话中再度向北京当局抛出橄榄枝... 蔡英文在新年谈话中说... 她说，两岸关系的稳定，“已经不只是台海两岸关注的议题，更是攸关印太区域稳定的议题，而且已经是全球焦点... 蔡英文说，北京当局此举“不仅冲击两岸关系，更是对印太地区和平稳定的现状，造成威胁... 台湾总统在新年谈话中说：“只要北京当局有心化解对立，改善两岸关系，在符合对等尊严的原则下，我们愿意促成有意义的对话... , 美国之音
2021年1月1日,"
对中共绥靖？华盛顿痛批欧盟与中国达成投资协定
","在拜登政府上任前夕，欧盟不顾美国的反对以及对中国人权问题的担忧，与北京达成... 外委会主席：中欧协议不能成为美欧在中国问题上进行合作的障碍
美国参议院外交关系委员会的主席、来自爱达荷州的共和党参议员里施（Jim Risch)星期四针对中欧签署投资... “大西洋两岸在这些问题上必须维持共同的势头，而且中欧协议绝不能成为这种合作的障碍，”里施参议员在声明中说... ", 莉雅
2020年12月31日,"
29名台湾人在北京被判刑 台湾陆委会：应保障被告的各项司法权益
",被控电信诈骗罪的29名台湾人星期四... 同时，通过两岸治安机关合作，溯源追查，才能将幕后主嫌绳之以法，从源头彻底瓦解犯罪集团，以保障两岸人民权益与福祉... 而大多数国家承认“一个中国”的政策，因此，他们只跟中国大陆保持各种关系，包括司法引渡遣返等... 台湾和中国大陆2009年4月签署了共同打击犯罪及司法互助协议，这是1949年台湾、大陆分治以来两岸首次签署这样的司法协议... , 美国之音
2020年12月31日,"
美军舰本月再度航经台湾海峡
",美国两艘军舰星期四（12月31日）航行经过台湾海峡后，北京表示抗议... 这是美军舰本月第二次航经这条敏感的海上通道... 大约两周前，一个中国航母舰群也行经这条航道... 美国表示加大对台湾的支持，包括扩大对台军售及美军舰船航经台湾海峡，这进一步激化了美中间已经紧张的关系... 美国海军表示，约翰·麦凯恩号和柯蒂斯·威尔伯号导弹驱逐舰“依照国际法，于12月31日例行航经台湾海峡... , 美国之音
2020年12月31日,"
制衡中国打“台湾牌”？亚太国家对拜登的期望
",米什拉说，过去几个月来对台湾的正面友好气氛也越来越强烈，许多人呼吁印度在与中国的紧张关系中应该打“台湾牌”，而印度与中国的边境冲突，是驱动新德里重新考量对台政策的主要因素，因为印度认为，它对与中国的关系保持... 中国国台办发言人朱凤莲星期三(12月30日)在年终记者会上表示，今年台海情势严峻复杂，两岸关系也面临严峻挑战，但党中央在对台工作上仍然取得积极成效... , 锺辰芳
2020年12月29日,"
美中台二轨对话盼两岸僵局中建立有效发信号机制
",在第二次会议中，虽然与会者依然认为两岸关系将持续严峻，而且美中之间的摩擦也将持续升高，不过对话也转向如何寻找一个相互保证及务实措施以便能让两岸关系稳定下来的机制，尽管这会是一个非常困难的工作... 这个交流将可作为稳定台海安全环境的信心建立机制，将两岸关系从军事及政治行动转回到对话与交流，同时也可以发出信号说，没有一方想要在此时急于解决两岸议题... , 锺辰芳
2020年12月26日,"
日防卫高官称台湾为“红线”吁拜登强硬挺台
",日本防卫副大臣中山泰秀星期五（12月25日）敦促美国总统当选人拜登，面对好斗的... 这位官员说，拜登“就任后，将继续支持和平解决海峡两岸问题，体现台湾人民的愿望和最大利益... 美国加强对台湾的支持激怒了北京当局，这些支持包括扩大对台军售，以及派高层官员访问台湾，同时也令美中关系更趋恶化... 她说，台湾期待与拜登团队紧密合作，在业已牢固的友好关系基础上，持续稳步改善台美关系... , 美国之音
2020年12月25日,"
中国审查延烧海外，台湾游戏《还愿》遭下架
",上周，台湾的游戏业者赤烛（Red Candle Games）旗下恐怖游戏《还愿》（Devotion）因受到许多中国网友投诉，遭国际游戏平台GOG.com取消上架... 这不是赤烛团队第一次受到如此遭遇... “世界的市场不是只有中国，这几年反制中国霸权的多边夥伴关系，在区域网路、商业、军事、医疗等方面都已经逐渐形成，我认为数位、娱乐产业未来也可以朝这个方向去走... , 李玟仪
2020年12月25日,"
多年艰苦谈判之后 英国与欧盟达成贸易协议
",当英国人2016年投票脱离加入了47年的欧洲联盟时，支持英国脱欧的人士说，与欧盟达成自由贸易协议轻而易举... 虽然英吉利海峡两岸的政界人士全都大松了一口气，但是，英-美跨国职业咨询公司安永(Ernst & Young)的贸易专家萨莉·琼斯(Sally Jones)认为，协议离双方在2016年英国脱欧公投后不久所宣布要争取建立的那种“深层和雄心勃勃的关系相差甚远... , 德特默
2020年12月22日,"
美中“一中政策”拉锯，拜登将面临北京压力？
","在美国国务卿蓬佩奥... 北京要一中政策保证
美国乔治华盛顿大学国际事务实践教授沙特2019年10月29日参加台海两岸关系座谈会（美国之音锺辰芳拍摄）
乔治华盛顿大学外交实践教授萨特(Robert Sutter)说，北京将会在拜登上台后，要求新总统再次确认美国的一中政策没有改变，只要拜登想要将已经跌至谷底的美中关系稳定下来，他就可能别无选择... ", 锺辰芳
2020年12月21日,"
中国航母山东舰航经台海 台湾军方全程监控
",台湾国防部星期日(12月20日)表示，中共航母“山东舰”(CV-17)及所属护卫兵力4艘，本月17日自辽宁大连港起航南驶，20日航经台湾海峡之后，继续向南航行... 台湾国防部指出，“山东舰”航母航经台海期间，台湾军方除了运用联合情监侦系统全程掌握，并派遣海军各型船舰6艘、空军各型机8架次，担任警戒、监控任务，依规定适切应处... 这是“山东舰”航母去年12月26日之后... , 美国之音
2020年12月19日,"
美国海军战舰今年第12次航行经过台湾海峡
",台湾自蔡英文2016年担任总统后始终不承认九二共识，两岸官方交往几乎完全停止，大陆对台湾使出禁止陆客来台旅游等惩罚性举措，两岸关系不断恶化... 与此同时，美台关系升温也使得北京感到十分恼怒，尤其这两年来美国通过多项友台法案，数次对台军售，以及今年派遣多位高阶官员访台... , 赵婉成
2020年12月19日,"
台湾旅客的核酸检测报告若有“武汉肺炎”字样将被禁入境中国
",三家中国航空公司宣布，来自台湾的旅客提出的新冠病毒核酸检验报告中如有“武汉肺炎”字样，而不是世卫组织定名的2019新型冠状病毒病（COVID-19)，该检测报告将被视为无效... 旅客因此会被拒绝入境... 中国的国际航空、深圳航空以及南方航空... 这三家航空公司都有两岸往返航班... 在澳大利亚提出对新冠病毒进行独立调查后，澳中关系急剧恶化，中国向澳大利亚实施多项报复性的贸易惩罚举措... , 赵婉成
2020年12月18日,"
拜登外交顾问：美国与台交往因“亲台湾”而非“反中国”
",关于两岸关系，坎贝尔说，美国必须对台海和平对话持开放和鼓励的态度，过去中国总是鼓励美国与朝鲜接触，并称如此符合美国的战略利益，还说，这么做“你会有什么损失... 对于拜登上任初期应该在台海两岸关系发出何种信号的问题，葛来仪建议从三方面着手：第一是发表公开声明，重申台海和平稳定是美国利益所在；第二是采取政策行动，包括先恢复与台湾的“贸易投资... , 锺辰芳
2020年12月11日,"
国会两党议员挺台 共和党人呼吁西方民主为台湾发声
",本届美国国会进入尾声之际，众议院针对美台关系前景召开听证会，两党议员强调深化与台湾的关系将持续是未来新国会的方向。, 李逸华
2020年12月11日,"
路透：中国试图以“灰色地带”冲突制服台湾
",路透社星期四（12月10日）在一篇特别报道中提到，中国在香港消除了对其统治的普遍挑战几个月后，正在转向下一个目标：台湾... 中国人民解放军发起了一场“灰色地带”战术（gray-zone warfare），其目的是让台湾筋疲力尽，进而制服台湾... 前任以及现任的台湾和美国军方高级官员说... 在两岸政治紧张局势达到顶峰时，中国还会派出更多飞机，其中包括一些最强大的战斗机和轰炸机... , 美国之音
2020年12月11日,"
美国如何挺台抗中？议员与专家为拜登建言
","多位美国国会议员及... 委员会主席阿米·贝拉(Ami Bera, D-CA)说：“当我们想到台湾、中华人民共和国和美国之间的关系时，我们不能忽视与台湾最紧密相关的关系是和中华人民共和国的关系，我们的政策和美国长期的政策是，要以台湾人民的意志和平解决台湾和中华人民共和国之间的争端... 尽管如此，中国最近所采取的军事行动并没有加强两岸关系，同时积极破坏了全球对中国的舆论... ", 锺辰芳
