时间,标题,内容,记者
2021年4月16日,"
焦点对话：美特使访台 拜登对两岸出牌 国际三角棋局逆转？
",美国总统拜登派遣气候特使克里访问中国的同时也派出三位特使--他的好友前美国国会参议院民主党参议员克里斯·多德、小布什政府时期担任副国务卿的阿米蒂奇以及奥巴马时期担任副国务卿的斯坦伯格，以纪念《台湾关系法》42周年的名义访台，并与台湾总统蔡英文会面。拜登对两岸同时出牌如何牵动美中台三角关系？42年前卡特政府“联中制苏”，时至今日，美中台与美中俄这两组三角关系是否出现逆转？《焦点对话》主持人樊冬宁邀请人权组织“公民力量”创办人杨建利与政论作家陈破空为您深入解析。, 樊冬宁
2021年4月16日,"
台海成美日峰会敏感议题 日本夹缝中处境微妙
",美日峰会对日本来讲头痛的是措辞，尤其涵盖台海的部分对中日关系来讲是禁区，所以如果日本让美国拖着走，在共同声明中对台海 (或台湾) 很明确地讲，那中日关系就会倒退到2012年安倍上台的时候... 日本认同美国兑现其保护台湾的承诺，赞同美国维持两岸现状的目标... , 向凌
2021年4月15日,"
美访团同赴两岸 学者：美中开展“新常态、三合一”关系
",台湾总统蔡英文周四(4月15日)上午接见前美国参议员多德(Chris Dodd)、两位前美国副国务卿阿米蒂奇(Richard Armitage)、斯坦伯格(James Steinberg)和美国国务院台湾协调处长白丹利（Dan Biers）等一行四人的访问团，并于晚间在官邸设宴款待访问团成员。,
2021年4月15日,"
美访团同赴两岸 学者：美中开展“新常态、三合一”关系
",会印太协调员坎贝尔（Kurt Campbell）的巧妙安排下，拜登总统同时派了他的密友克里和多德出访两岸，两人中，虽然多德不具官方身份，但两人同为拜登昔日在参议院的同僚，深得拜登的... 黄副教授认为，美国透过多德的访台，目的在“鼓励台湾的民主、肯定台湾在西太平洋第一岛链的战略角色，同时也在两岸关系失衡的情况下，为求两岸和平稳定，帮台湾推一把、给台湾增添自信与力量... , 黄丽玲
2021年4月15日,"
中国国台办否认中华民国存在 台湾朝野齐声表示无法接受
",江启臣进一步指出，海峡两岸互不承认彼此主权也是一个事实，所以双方才需要搁置争议、求同存异，这也就是当初为什么会有所谓的“九二共识、一中各表”，国民党现阶段的主张是基于中华民国宪法的九二共识来推动两岸关系的发展... 中共官媒建议清理香港... 即便如此，中华民国宪法还是在台湾兑现了自由民主的承诺，又提供连结两岸的宪政基础，这是稳定两岸关系的磐石，希望两岸所有人都能好好珍惜, 张永泰
2021年4月15日,"
特鲁多阻挠颁奖蔡英文？站在台海关系平衡木上的加拿大
","加拿大特鲁多政府阻止哈利法克斯国际安全论坛（HFX）把“约翰·麦凯恩公共服务领袖奖”颁发给台湾总统蔡英文，以及加拿大国防部长随后的否认，再次显示出加拿大在台海两岸之间平衡木上的艰难... 加拿大的担忧：两名麦克与中国红线
2018年12月初，加拿大应美国要求扣押了华为财务总监孟晚舟以及稍后中国拘捕了两名加拿大人康明凯和麦克斯帕弗之后，两国关系陷入危机... ", 刘润然
2021年4月15日,"
卜睿哲：美访团赴台或为让台湾安心并理解拜登政策
",很困难的情况，这是要确保台湾领导层理解美国政府最高层的感受，例如在1999年李登辉说出台海两岸是“特殊国与国关系”之后，卜睿哲说，他就曾为此访台，因为那个说法使中国警戒也让美国不安，美国担心它制造的紧张... , 锺辰芳
2021年4月15日,"
拜登派代表团访台，中国将在台海展开实弹演习
",就在美国几位前高级官员星期三（4月14日）抵达台湾进行访问之际，中国海事局宣布将在台湾西南海域进行实弹射击演习... 中国广东海事局在一份航行警告中说，将于4月15日至20日在南中国海南澎列岛附近海域进行为期6天的实弹射击... 台湾基隆市长林昌佑说，拜登总统所派遣代表团访台，相信不只是“对于纪念《台湾关系法》通过42周年有着非凡的意义”，也更能进一步巩固台美之间的友谊... , 美国之音
2021年4月14日,"
台海紧张之际 美非官方代表团抵台 气候特使访中
",美国几位前高级官员星期三（4月14日）抵达台湾进行访问，纪念《台湾关系法》颁布42周年，并表明美国总统拜登对台湾及其民主的支持... 此次访问正值台海局势紧张之际，中国方面星期三还将... 方切实恪守一个中国原则和中美三个联合公报规定，立即停止任何形式的美台官方往来，慎重处理涉台问题，不向‘台独’分裂势力发出任何错误信号，以免给中美关系和台海和平稳定造成进一步严重损害... , 美国之音
2021年4月14日,"
美情报报告：中国成为美国面临的最大威胁
",美国情报部门在星期二(4月13日)发表的一份报告中警告说... “北京将日益竞争性的美中关系视为划时代地缘政治转变的一部分，并且认为华盛顿自2018年以来对北京采取的经济措施是美国遏制中国崛起更广泛努力的一部分，”报告说... 该报告预测，中国将敦促台湾政府推进统一，并谴责美国加强与台北接触的努力，预期台海两岸的紧张会加剧，不过报告并未预测会发生任何形式的直接军事冲突... , 莉雅
2021年4月14日,"
VOA卫视美国观察
","美国观察(2021年4月14日)美国气候特使约翰·克里将于4月14日至17日访问中国上海和韩国首尔，讨论全球气候问题, 这将是拜登政府上任以来，首位美国高级官员访问中国。美国之音专访共和党联邦众议员佩里，讨论两岸局势和美中关系等议题。他认为，大流行病警醒美国看清中国恶意行为，行政部门应当推动美国第一政策。",
2021年4月14日,"
美国观察(2021年4月14日)
","美国气候特使约翰·克里将于4月14日至 17 日访问中国上海和韩国首尔，讨论全球气候问题, 这将是拜登政府上任以来，首位美国高级官员访问中国。美国之音专访共和党联邦众议员佩里，讨论两岸局势和美中关系等议题。他认为，大流行病警醒美国看清中国恶意行为，行政部门应当推动美国第一政策。您对美中关系未来走向怎么看？欢迎在Youtube，推特，脸书上留言，我们将在节目中与您交流。",
2021年4月14日,"
纪念《台湾关系法》42周年 拜登总统派高级非官方代表团访台
",拜登政府的一位高级官员表示，在美国和台湾庆祝《台湾关系法》42周年之际，美国派出这支“非官方”代表团，拜登当年作为美国参议员曾投票支持这项法案... 这位官员说，与中国的气候会谈“不应与这种关系的其它领域联系在一起... 台湾驻美代表萧美琴表示“欢迎拜登总统派遣他在政坛多年的挚友Dodd前参议员率团访问，以转达对台湾民主的支持以及深化双边关系的承诺... , 美国之音
2021年4月13日,"
台湾首艘万吨级两栖船坞登陆舰下水 应对中国的海上威胁
",台湾第一艘万吨级两栖船坞登陆舰下水和命名典礼星期二（4月13日）在高雄举行，台湾总统蔡英文出席仪式并发表讲话... 蔡英文说，“新型两栖船坞运输舰”除了是海军第一艘万吨级的两栖运输舰，更是依据国防战训需求而设计建造，可说是国舰国造另一个重要的里程碑... 下水典礼的举行地点是台湾国际造船股份有限公司（台船）的造船船坞... 蔡英文表示相信，有了这艘运输舰的加入，一定能够强化台湾... , 美国之音
2021年4月13日,"
美国公布美台官方互动新准则后 台朝野关注高层首长能否访问华盛顿
","美国国务院4月9日发布了美国政府与台湾对口部门进行互动的新准则，反映了华盛顿与台北之间不断深化的非官方关系... 有进展也有暗桩
淡江大学外交与国际关系学系荣誉教授陈一新接受美国之音采访表示，美国国务院公布的对台交往新准则就双边关系而言是有进展，但也有“暗桩”，例如过去美国官员可以出席双橡园的国庆活动，未来将被... ", 张永泰
2021年4月13日,"
美国在不改变“一中”政策情况下鼓励与台湾建立更紧密关系
",华盛顿长期以来一直 坚持认为 ，中国和台湾之间的分歧应该按照台湾海峡两岸人民的意愿得到和平解决... “美方有关议员应客观理性看待中国和中美关系，恪守一个中国原则和中美三个联合公报规定，摒弃冷战零和博弈思维，停止推进审议干涉中国内政、损害中国利益的消极议案，”中国外交部发言人赵立坚说... 今年1月，时任国务卿蓬佩奥宣布结束长达数十年对美台关系的自我限制... , 张蓉湘
2021年4月13日,"
专访共和党联邦众议员佩里谈中共：“你以为喂它能争取时间，但鳄鱼迟早会吃掉你”
",来自宾夕法尼亚州的共和党联邦众议员佩... 佩里认为，美国在两岸关系的“沉默和缺席”是对中国的挑衅，因为这将开启中国政府发动攻势进逼的“机会之窗... 美台关系对美国和自由世界至关重要，基于许多理由，当然航行自由，台湾海峡自由开放的航道，但不仅止于此，还有我们与台湾和邻近的其他美国盟友的关系，乃至美国在全球的盟友，大家都必须知道，当美国说他们会与你同在的时候，他们就真的会... , 李逸华
